FID,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
560,20,18500,02394559,2018500,Downs,Downs city,25,C1,N,N,G4110,A,2899616,0,+39.5045696,-098.5473046,4876915.62109375,12919.5828777161
561,20,53325,00485636,2053325,Osborne,Osborne city,25,C5,N,N,G4110,A,3985090,0,+39.4404519,-098.6994687,6690374.37109375,15766.6729164777
562,20,03900,02394055,2003900,Baldwin City,Baldwin City city,25,C1,N,N,G4110,A,6934599,41813,+38.7775064,-095.1874801,11496039.0820313,36861.4548779378
563,20,21675,02394705,2021675,Eudora,Eudora city,25,C1,N,N,G4110,A,7607046,118170,+38.9346639,-095.0941231,12785527.5742188,34626.3651783067
564,20,39150,02395667,2039150,Lecompton,Lecompton city,25,C1,N,N,G4110,A,4548350,19338,+39.0258513,-095.3950344,7581224.61328125,20353.9898042297
565,20,57100,02396258,2057100,Portis,Portis city,25,C1,N,N,G4110,A,677036,0,+39.5637433,-098.6915822,1140648.84375,4988.8988043443
566,20,69850,02396023,2069850,Syracuse,Syracuse city,25,C1,N,N,G4110,A,10619539,0,+37.9535775,-101.7967593,17112216.7890625,38735.1309885945
567,20,35600,02395473,2035600,Johnson City,Johnson City city,25,C1,N,N,G4110,A,5548533,0,+37.5704419,-101.7447828,8847437.06640625,14763.0907556472
568,20,44375,02395836,2044375,Manter,Manter city,25,C1,N,N,G4110,A,644812,0,+37.5245154,-101.8831660,1026935.0546875,5474.76142384481
569,20,14900,02393599,2014900,Collyer,Collyer city,25,C1,N,N,G4110,A,605890,0,+39.0373220,-100.1182597,1005669.31640625,6324.08349011299
570,20,74450,02397166,2074450,WaKeeney,WaKeeney city,25,C1,N,N,G4110,A,4618959,0,+39.0234494,-099.8814552,7663649.859375,16770.3444180974
571,20,43900,02395075,2043900,McLouth,McLouth city,25,C1,N,N,G4110,A,1492067,11801,+39.1964391,-095.2086138,2507329.875,10139.9065093315
572,20,45950,02395102,2045950,Meriden,Meriden city,25,C1,N,N,G4110,A,1958565,24269,+39.1895121,-095.5681272,3305296.44921875,15335.8539968567
573,20,53925,02396122,2053925,Ozawkie,Ozawkie city,25,C1,N,N,G4110,A,768506,0,+39.2353328,-095.4658369,1282718.9921875,7541.49615911711
574,20,73300,02397112,2073300,Valley Falls,Valley Falls city,25,C1,N,N,G4110,A,1822092,14956,+39.3393288,-095.4611976,3075407.12109375,13019.9036765567
575,20,03300,00485543,2003300,Augusta,Augusta city,25,C5,N,N,G4110,A,10986858,1635598,+37.6980162,-096.9731604,20194524.3476563,44598.2678849479
576,20,10925,02393768,2010925,Cassoday,Cassoday city,25,C1,N,N,G4110,A,881519,0,+38.0386651,-096.6386651,1423421.08203125,5972.26791417762
577,20,18400,02394553,2018400,Douglass,Douglass city,25,C1,N,N,G4110,A,2750323,0,+37.5169052,-097.0104563,4379309.43359375,16075.7134080792
578,20,20075,00485567,2020075,El Dorado,El Dorado city,25,C5,N,N,G4110,A,23724380,92566,+37.8204594,-096.8616032,38232759.09375,76323.0634785047
579,20,38775,02395638,2038775,Latham,Latham city,25,C1,N,N,G4110,A,562477,0,+37.5355874,-096.6425292,896071.17578125,5545.27009433096
580,20,03600,02394045,2003600,Axtell,Axtell city,25,C1,N,N,G4110,A,1355119,10252,+39.8712585,-096.2568959,2320763.99609375,8703.38581042052
581,20,07650,02394205,2007650,Blue Rapids,Blue Rapids city,25,C1,N,N,G4110,A,5140632,51544,+39.6784391,-096.6589010,8776614.56640625,12648.4341699745
582,20,24275,02394806,2024275,Frankfort,Frankfort city,25,C1,N,N,G4110,A,2608731,12657,+39.7041215,-096.4178069,4434228.95703125,8448.38814357637
583,20,52525,02395312,2052525,Oketo,Oketo city,25,C1,N,N,G4110,A,265940,0,+39.9632304,-096.5989506,453235.09375,3226.09793358155
584,20,68950,02396000,2068950,Summerfield,Summerfield city,25,C1,N,N,G4110,A,892405,0,+39.9968701,-096.3492932,1522390.34375,6249.17403777335
585,20,73525,02397128,2073525,Vermillion,Vermillion city,25,C1,N,N,G4110,A,538678,21202,+39.7188583,-096.2650656,947459.078125,7416.76438696026
586,20,75950,02397214,2075950,Waterville,Waterville city,25,C1,N,N,G4110,A,1273472,37096,+39.6917378,-096.7467742,2216145.5546875,11139.6871550835
587,20,24850,00485577,2024850,Frontenac,Frontenac city,25,C5,N,N,G4110,A,13533252,251240,+37.4587630,-094.7007710,21914591.359375,51322.1207200023
588,20,79800,02397338,2079800,Winchester,Winchester city,25,C1,N,N,G4110,A,904449,26951,+39.3227196,-095.2691598,1558450.54296875,6237.49282043732
589,20,43150,02395784,2043150,Lucas,Lucas city,25,C1,N,N,G4110,A,1575713,0,+39.0586529,-098.5377081,2616972.30859375,12005.3382736963
590,20,43250,02395785,2043250,Luray,Luray city,25,C1,N,N,G4110,A,860014,0,+39.1149888,-098.6921506,1430587.05859375,7624.02917812972
591,20,61825,00485647,2061825,Russell,Russell city,25,C5,N,N,G4110,A,12579809,0,+38.8874548,-098.8513919,20792793.5507813,38095.4543852835
592,20,14275,02393566,2014275,Climax,Climax city,25,C1,N,N,G4110,A,310335,0,+37.7191681,-096.2240321,496817.6875,3302.3960318436
593,20,21800,00485572,2021800,Eureka,Eureka city,25,C5,N,N,G4110,A,5930952,0,+37.8260468,-096.2890005,9522142.359375,26176.6275442917
594,20,22775,02394739,2022775,Fall River,Fall River city,25,C1,N,N,G4110,A,570162,0,+37.6077717,-096.0285548,910063.4296875,3768.33034128348
595,20,44050,02395809,2044050,Madison,Madison city,25,C1,N,N,G4110,A,1512457,0,+38.1335581,-096.1371802,2448502.45703125,10741.0000986126
596,20,64050,02396578,2064050,Severy,Severy city,25,C1,N,N,G4110,A,1268949,0,+37.6219551,-096.2275248,2026193.1015625,7706.5994462957
597,20,35475,02395470,2035475,Jewell,Jewell city,25,C1,N,N,G4110,A,1063913,0,+39.6715510,-098.1524078,1797993.078125,5871.35699115678
598,20,45050,00485620,2045050,Marysville,Marysville city,25,C5,N,N,G4110,A,11816668,81340,+39.8436898,-096.6388780,20207118.5390625,51604.0474123291
599,20,04900,02394097,2004900,Beattie,Beattie city,25,C1,N,N,G4110,A,594180,0,+39.8623707,-096.4177904,1009687.91796875,4194.10285802801
600,20,70675,02397031,2070675,Tipton,Tipton city,25,C1,N,N,G4110,A,653302,0,+39.3395096,-098.4709042,1093653.1484375,4185.4765572654
601,20,14200,02393563,2014200,Clifton,Clifton city,25,C1,N,N,G4110,A,1057826,0,+39.5680948,-097.2805516,1782423.71484375,8940.75815033792
602,20,04250,02394063,2004250,Barnes,Barnes city,25,C1,N,N,G4110,A,440544,16687,+39.7115508,-096.8734042,773603.05078125,5722.59069870197
603,20,28625,02394991,2028625,Greenleaf,Greenleaf city,25,C1,N,N,G4110,A,1171690,3832,+39.7267056,-096.9798272,1989786.4140625,8550.90275651178
604,20,29400,02394265,2029400,Haddam,Haddam city,25,C1,N,N,G4110,A,887327,0,+39.8552821,-097.3042616,1507534.92578125,8342.33102397871
605,20,29875,02394289,2029875,Hanover,Hanover city,25,C1,N,N,G4110,A,1552307,0,+39.8931699,-096.8750671,2640189.484375,13904.2883901809
606,20,41425,02395720,2041425,Linn,Linn city,25,C1,N,N,G4110,A,878067,0,+39.6792898,-097.0867936,1484250.4453125,7565.13843267226
607,20,39350,00485612,2039350,Lenexa,Lenexa city,25,C5,Y,N,G4110,A,88244791,834260,+38.9652678,-094.8039369,147538751.894531,79122.9984349612
608,20,52575,00485633,2052575,Olathe,Olathe city,25,C5,N,N,G4110,A,160305884,1962099,+38.8820305,-094.8200535,268176927.433594,176306.618231131
609,20,64500,00485652,2064500,Shawnee,Shawnee city,25,C5,N,N,G4110,A,108717051,2295748,+39.0174878,-094.8058011,184149958.488281,85393.7755046215
610,20,06075,02394136,2006075,Bennington,Bennington city,25,C1,N,N,G4110,A,1088980,0,+39.0331460,-097.5932277,1807308.6875,7229.69137259876
611,20,13375,02393528,2013375,Circleville,Circleville city,25,C1,N,N,G4110,A,655780,0,+39.5094367,-095.8556744,1103124.43359375,4698.41366499915
612,20,16625,02393691,2016625,Cuba,Cuba city,25,C1,N,N,G4110,A,747156,0,+39.8023462,-097.4574217,1267444.328125,5830.02340614973
613,20,05600,00485546,2005600,Belleville,Belleville city,25,C5,N,N,G4110,A,5324509,97235,+39.8243366,-097.6338554,9203117.52734375,30108.4693412807
614,20,61775,02396448,2061775,Rush Center,Rush Center city,25,C1,N,N,G4110,A,934049,0,+38.4648801,-099.3107976,1525880.2109375,7326.053460778
615,20,08475,02393424,2008475,Bronson,Bronson city,25,C1,N,N,G4110,A,1156885,572,+37.8958065,-095.0731127,1861783.2734375,7506.53252760789
616,20,24925,02394835,2024925,Fulton,Fulton city,25,C1,N,N,G4110,A,497967,0,+38.0098418,-094.7197342,803455.78515625,4546.73939966663
617,20,44550,02395844,2044550,Mapleton,Mapleton city,25,C1,N,N,G4110,A,1284557,12950,+38.0156927,-094.8840812,2093816.1796875,6137.41269066533
618,20,72525,02397088,2072525,Uniontown,Uniontown city,25,C1,N,N,G4110,A,545823,0,+37.8471984,-094.9756882,876815.66796875,5412.62317414958
619,20,58725,02396341,2058725,Redfield,Redfield city,25,C1,N,N,G4110,A,374453,0,+37.8365557,-094.8819870,601354.0859375,3157.40105089051
620,20,64325,02395857,2064325,Sharon,Sharon city,25,C1,N,N,G4110,A,728621,0,+37.2497340,-098.4176689,1152003.890625,5247.06948956912
621,20,49350,02395151,2049350,Narka,Narka city,25,C1,N,N,G4110,A,414427,0,+39.9597626,-097.4267294,706222.8515625,5102.23385334014
622,20,59000,02396353,2059000,Republic,Republic city,25,C1,N,N,G4110,A,603159,0,+39.9239353,-097.8244724,1026776.83984375,5403.08660406543
623,20,63350,02396549,2063350,Scandia,Scandia city,25,C1,N,N,G4110,A,1219796,0,+39.7968860,-097.7840010,2068887.3515625,7130.37680744467
624,20,00100,02393875,2000100,Abbyville,Abbyville city,25,C1,N,N,G4110,A,693335,0,+37.9705757,-098.2029614,1117490.6328125,5378.15523516876
625,20,33625,00485597,2033625,Hutchinson,Hutchinson city,25,C5,Y,N,G4110,A,63660316,135613,+38.0672908,-097.9095202,103092810.835938,80353.9641297687
626,20,79425,02397326,2079425,Willowbrook,Willowbrook city,25,C1,N,N,G4110,A,763929,0,+38.1011700,-097.9919323,1235639.63671875,4574.62836370628
627,20,00225,02583496,2000225,Ada,Ada CDP,57,U1,N,N,G4210,S,6580260,0,+39.1621996,-097.8859477,10960497.265625,14818.8577225528
628,20,01725,02804486,2001725,Ames,Ames CDP,57,U1,N,N,G4210,S,1103487,0,+39.5688945,-097.4509648,1859392.7421875,7104.90676807165
629,20,02600,02583497,2002600,Asherville,Asherville CDP,57,U1,N,N,G4210,S,3043271,0,+39.4074933,-097.9732287,5104406.4296875,13087.535004685
630,20,03675,02629152,2003675,Baileyville,Baileyville CDP,57,U1,N,N,G4210,S,3133421,7359,+39.8500550,-096.1927490,5334996.52734375,10219.2594138556
631,20,03800,02804655,2003800,Bala,Bala CDP,57,U1,N,N,G4210,S,1111475,0,+39.3108293,-096.9503922,1859135.52734375,6102.53870809375
632,20,04575,02806452,2004575,Bavaria,Bavaria CDP,57,U1,N,N,G4210,S,589952,0,+38.7953989,-097.7547404,972612.28125,4496.50332434331
633,20,04925,02806453,2004925,Beaumont,Beaumont CDP,57,U1,N,N,G4210,S,1435201,17747,+37.6559754,-096.5318138,2322127.6328125,6911.17278737253
634,20,04950,02804480,2004950,Beaver,Beaver CDP,57,U1,N,N,G4210,S,15828850,3970,+38.6455196,-098.6737148,25988621.2734375,20833.9753031182
635,20,05975,02629153,2005975,Bendena,Bendena CDP,57,U1,N,N,G4210,S,3962892,0,+39.7435409,-095.1810565,6711123.64453125,10613.4465048874
636,20,06575,02804539,2006575,Big Bow,Big Bow CDP,57,U1,N,N,G4210,S,13031753,0,+37.5608514,-101.5573721,20774540.7617188,20359.9070335626
637,20,08300,02804498,2008300,Bremen,Bremen CDP,57,U1,N,N,G4210,S,4377216,6113,+39.8977723,-096.7955068,7455945.3515625,13070.4293507866
638,20,08450,02806459,2008450,Bridgeport,Bridgeport CDP,57,U1,N,N,G4210,S,539287,0,+38.6271396,-097.6140038,884946.0625,4260.46867078539
639,20,09050,02629154,2009050,Bucyrus,Bucyrus CDP,57,U1,N,N,G4210,S,5177925,24619,+38.7209166,-094.7083468,8560014.46484375,12437.6227723964
640,20,09300,02804503,2009300,Burdick,Burdick CDP,57,U1,N,N,G4210,S,2605722,0,+38.5589434,-096.8472436,4267817.21875,8265.31405068541
641,20,11025,02629155,2011025,Catharine,Catharine CDP,57,U1,N,N,G4210,S,4583329,0,+38.9302059,-099.2143526,7584698.78125,14010.4907140723
642,20,12325,02804493,2012325,Centerville,Centerville CDP,57,U1,N,N,G4210,S,4762522,41870,+38.2296228,-095.0156622,7797990.1171875,14587.6881405521
643,20,12450,02804489,2012450,Centropolis,Centropolis CDP,57,U1,N,N,G4210,S,866595,1167,+38.7195373,-095.3494470,1427500.8671875,8049.92151816781
644,20,13100,02630052,2013100,Chicopee,Chicopee CDP,57,U1,N,N,G4210,S,8192556,109647,+37.3834100,-094.7434614,13172819.2148438,16857.7520151668
645,20,14575,02804531,2014575,Codell,Codell CDP,57,U1,N,N,G4210,S,1947940,0,+39.1953784,-099.1701226,3247647.1953125,10312.259052739
646,20,16325,02806469,2016325,Crestline,Crestline CDP,57,U1,N,N,G4210,S,4614037,0,+37.1700732,-094.7064481,7279907.6796875,12242.953273235
647,20,16475,02806470,2016475,Croweburg,Croweburg CDP,57,U1,N,N,G4210,S,1520263,11502,+37.5536202,-094.6723416,2441346.2890625,7587.26458066838
648,20,17675,02804492,2017675,Dennis,Dennis CDP,57,U1,N,N,G4210,S,3903360,613,+37.3486347,-095.4030997,6188319.66796875,10106.8147270322
649,20,17875,02583498,2017875,Detroit,Detroit CDP,57,U1,N,N,G4210,S,1269152,0,+38.9359986,-097.1268505,2100593.1015625,6543.88583227056
650,20,17900,02804482,2017900,Devon,Devon CDP,57,U1,N,N,G4210,S,1826104,18002,+37.9222481,-094.8153085,2968414.98046875,9326.75358277142
651,20,19700,02804496,2019700,Eastshore,Eastshore CDP,57,U1,N,N,G4210,S,2496419,111686,+38.3845060,-097.0664198,4251196.11328125,8500.35665299257
652,20,19925,02804538,2019925,Edson,Edson CDP,57,U1,N,N,G4210,S,1823194,0,+39.3349598,-101.5494994,3051703.2578125,7105.83100201257
653,20,20975,02804495,2020975,Elyria,Elyria CDP,57,U1,N,N,G4210,S,12378360,0,+38.2895820,-097.6338850,20124642.109375,19315.3452667941
654,20,22900,02583499,2022900,Falun,Falun CDP,57,U1,N,N,G4210,S,2871777,0,+38.6744490,-097.7511446,4718669.984375,8988.31819426534
655,20,23050,02806488,2023050,Farlington,Farlington CDP,57,U1,N,N,G4210,S,2376686,0,+37.6154146,-094.8226624,3794305.1796875,9815.52054956774
656,20,23890,02629156,2023890,Fort Dodge,Fort Dodge CDP,57,U1,N,N,G4210,S,474445,0,+37.7303988,-099.9370034,759770.765625,4468.15592880439
657,20,23975,02393004,2023975,Fort Riley,Fort Riley CDP,57,M2,N,N,G4210,S,16616684,22057,+39.1063441,-096.8125475,27670995.71875,29884.6593960643
658,20,24325,02629157,2024325,Franklin,Franklin CDP,57,U1,N,N,G4210,S,4427536,26984,+37.5199786,-094.6963661,7094009.91796875,12355.9008288572
659,20,24975,02804533,2024975,Furley,Furley CDP,57,U1,N,N,G4210,S,638886,0,+37.8800713,-097.2118695,1027229.52734375,4053.20402172886
660,20,25900,02804484,2025900,Garland,Garland CDP,57,U1,N,N,G4210,S,554055,0,+37.7304827,-094.6243837,887262.22265625,4151.16339012272
661,20,28200,02629158,2028200,Grantville,Grantville CDP,57,U1,N,N,G4210,S,1588718,0,+39.0805936,-095.5611689,2640190.21875,7510.93027365255
662,20,28700,02804534,2028700,Greenwich,Greenwich CDP,57,U1,N,N,G4210,S,329350,701,+37.7833744,-097.2031485,529285.15625,3117.4391402987
663,20,29550,02806493,2029550,Hallowell,Hallowell CDP,57,U1,N,N,G4210,S,2236646,0,+37.1733617,-095.0027348,3529217.50390625,9658.57442655095
664,20,30250,02629159,2030250,Harris,Harris CDP,57,U1,N,N,G4210,S,917638,23982,+38.3208364,-095.4474591,1532178.06640625,6414.79541454073
665,20,31200,02629160,2031200,Healy,Healy CDP,57,U1,N,N,G4210,S,8961989,0,+38.6030416,-100.6175901,14696452.796875,18596.7214512121
666,20,31425,02804499,2031425,Herkimer,Herkimer CDP,57,U1,N,N,G4210,S,2430110,0,+39.8923673,-096.7089320,4133069.94140625,13496.1694371064
667,20,32300,02629161,2032300,Hillsdale,Hillsdale CDP,57,U1,N,N,G4210,S,3953250,18253,+38.6613958,-094.8569048,6522932.84765625,13638.3659740463
668,20,32875,02629162,2032875,Home,Home CDP,57,U1,N,N,G4210,S,10255416,19833,+39.8410279,-096.5193777,17450231.4921875,17136.0723253609
669,20,33700,02806500,2033700,Idana,Idana CDP,57,U1,N,N,G4210,S,875394,790,+39.3615208,-097.2664085,1467593.95703125,6807.45975239374
670,20,34350,02806503,2034350,Ionia,Ionia CDP,57,U1,N,N,G4210,S,2523733,0,+39.6626315,-098.3439639,4263971.56640625,9460.21701184512
671,20,36200,02804656,2036200,Keats,Keats CDP,57,U1,N,N,G4210,S,1193103,0,+39.2167820,-096.7074170,1990651.5546875,8852.86537026813
672,20,36375,02804516,2036375,Kelly,Kelly CDP,57,U1,N,N,G4210,S,623866,0,+39.7368440,-096.0007234,1056306.53515625,4545.44551339229
673,20,36735,02583500,2036735,Kickapoo Site 1,Kickapoo Site 1 CDP,57,U2,N,N,G4210,S,1296433,0,+39.7144521,-095.6484278,2193635.58984375,6272.20784165375
674,20,36736,02583501,2036736,Kickapoo Site 2,Kickapoo Site 2 CDP,57,U2,N,N,G4210,S,2211068,0,+39.7029413,-095.6495332,3740044.39453125,8269.78142492374
675,20,36739,02583502,2036739,Kickapoo Site 5,Kickapoo Site 5 CDP,57,U2,N,N,G4210,S,1940312,0,+39.6734808,-095.6841994,3279273.6171875,8364.92575260323
676,20,36740,02583503,2036740,Kickapoo Site 6,Kickapoo Site 6 CDP,57,U2,N,N,G4210,S,804454,0,+39.6917514,-095.6904938,1360304.65625,6223.18065290834
677,20,36741,02583504,2036741,Kickapoo Site 7,Kickapoo Site 7 CDP,57,U2,N,N,G4210,S,1314307,0,+39.6895308,-095.6713278,2222304.921875,7042.21342994574
678,20,36744,02583505,2036744,Kickapoo Tribal Center,Kickapoo Tribal Center CDP,57,U2,N,N,G4210,S,5011189,0,+39.6722450,-095.6452757,8468989.39453125,13067.7080033401
679,20,37200,02583506,2037200,Kipp,Kipp CDP,57,U1,N,N,G4210,S,2087382,0,+38.7849896,-097.4568219,3440332.94140625,9022.0527492856
680,20,37675,02804545,2037675,Lafontaine,Lafontaine CDP,57,U1,N,N,G4210,S,5169255,3362,+37.3998389,-095.8424076,8210885.26953125,12148.7298281243
681,20,37875,02804478,2037875,Lake City,Lake City CDP,57,U1,N,N,G4210,S,6227486,0,+37.3569569,-098.8278645,9873997.02734375,14696.1236268773
682,20,39700,02629163,2039700,Levant,Levant CDP,57,U1,N,N,G4210,S,2613006,0,+39.3881113,-101.1947727,4380310.1875,8350.96475583253
683,20,43050,02630053,2043050,Lowell,Lowell CDP,57,U1,N,N,G4210,S,814109,46402,+37.0513050,-094.7026700,1353459.265625,5249.69205034211
684,20,43175,02804529,2043175,Ludell,Ludell CDP,57,U1,N,N,G4210,S,975897,0,+39.8565676,-100.9584261,1658065.97265625,7879.24439609917
685,20,43675,02583507,2043675,McConnell AFB,McConnell AFB CDP,57,M2,N,N,G4210,S,10742329,12792,+37.6344367,-097.2584918,17174509.8828125,26431.9472213727
686,20,44600,02629164,2044600,Marienthal,Marienthal CDP,57,U1,N,N,G4210,S,5180471,0,+38.4890805,-101.2200349,8468576.18359375,12368.6752466164
687,20,45875,02806526,2045875,Mentor,Mentor CDP,57,U1,N,N,G4210,S,1002199,0,+38.7406653,-097.5979247,1649731.2109375,6029.07517893555
688,20,46500,02804709,2046500,Mildred,Mildred CDP,57,U1,N,N,G4210,S,1766647,14449,+38.0242053,-095.1722988,2874809.35546875,9191.19927689219
689,20,46925,02629165,2046925,Milton,Milton CDP,57,U1,N,N,G4210,S,11501075,0,+37.4432109,-097.7693933,18277256.28125,18358.5517962244
690,20,47975,02804476,2047975,Mont Ida,Mont Ida CDP,57,U1,N,N,G4210,S,620187,4313,+38.2169232,-095.3640087,1013299.9609375,4145.1525568395
691,20,48025,02804494,2048025,Monument,Monument CDP,57,U1,N,N,G4210,S,1391049,0,+39.1049925,-101.0080589,2313334.07421875,8967.59676004056
692,20,49200,02629166,2049200,Munjor,Munjor CDP,57,U1,N,N,G4210,S,5969435,0,+38.8088555,-099.2674606,9845097.4921875,18667.7824929834
693,20,49250,02806531,2049250,Murdock,Murdock CDP,57,U1,N,N,G4210,S,595065,0,+37.6111147,-097.9316477,949892.140625,4614.04866882351
694,20,49525,02804488,2049525,Navarre,Navarre CDP,57,U1,N,N,G4210,S,4266514,12486,+38.8017115,-097.1076251,7055188.734375,11445.9383759358
695,20,49550,02804491,2049550,Neal,Neal CDP,57,U1,N,N,G4210,S,519920,0,+37.8337530,-096.0808483,834904.58984375,4343.84937782346
696,20,50250,02804544,2050250,Newbury,Newbury CDP,57,U1,N,N,G4210,S,2325754,3137,+39.0823631,-096.1741055,3870681.4765625,10193.7730956881
697,20,50425,02804657,2050425,New Salem,New Salem CDP,57,U1,N,N,G4210,S,951375,0,+37.3142816,-096.8897187,1506751.63671875,5550.73439105943
698,20,50550,02806534,2050550,Nicodemus,Nicodemus CDP,57,U1,N,N,G4210,S,2278574,0,+39.3861438,-099.6135190,3819478.51953125,8349.27303635312
699,20,50600,02804526,2050600,Niles,Niles CDP,57,U1,N,N,G4210,S,1183167,0,+38.9688419,-097.4574744,1960078.0234375,7532.96018672027
700,20,51550,02804530,2051550,Norway,Norway CDP,57,U1,N,N,G4210,S,5866707,0,+39.6965332,-097.7737700,9921756.73046875,14840.4295081485
701,20,51810,02393164,2051810,Oaklawn-Sunview,Oaklawn-Sunview CDP,57,U2,N,N,G4210,S,1390211,0,+37.6084113,-097.2984635,2219013.18359375,6960.27006276069
702,20,52175,02629167,2052175,Odin,Odin CDP,57,U1,N,N,G4210,S,10355202,24761,+38.5730045,-098.6166932,17004032.7539063,16510.6960790231
703,20,52225,02806535,2052225,Ogallah,Ogallah CDP,57,U1,N,N,G4210,S,4147806,0,+38.9945960,-099.7325828,6876379.92578125,11936.3487208028
704,20,52925,02806537,2052925,Opolis,Opolis CDP,57,U1,N,N,G4210,S,1774276,9684,+37.3483159,-094.6243525,2827665.078125,7205.64403733819
705,20,55175,02804535,2055175,Peck,Peck CDP,57,U1,N,N,G4210,S,916067,0,+37.4777242,-097.3694797,1457126.6015625,6851.01134520444
706,20,55750,02804490,2055750,Piedmont,Piedmont CDP,57,U1,N,N,G4210,S,9594417,12673,+37.6152910,-096.3792849,15339537.6523438,20127.0631760507
707,20,55775,02804658,2055775,Pierceville,Pierceville CDP,57,U1,N,N,G4210,S,5325278,0,+37.8824098,-100.6768052,8562692.40234375,12315.8823008344
708,20,55875,02804497,2055875,Pilsen,Pilsen CDP,57,U1,N,N,G4210,S,3627807,16133,+38.4679521,-097.0344059,5953866.16796875,11849.5622066769
709,20,56000,02629168,2056000,Piqua,Piqua CDP,57,U1,N,N,G4210,S,10277729,102043,+37.9217036,-095.5376822,16707797.2148438,16342.0914425212
710,20,58325,02806547,2058325,Radley,Radley CDP,57,U1,N,N,G4210,S,1952950,11246,+37.4849281,-094.7620423,3124918.35546875,8697.9677701138
711,20,59975,02806554,2059975,Ringo,Ringo CDP,57,U1,N,N,G4210,S,3893092,88556,+37.5062737,-094.7698869,6338158.21875,10301.853045717
712,20,60200,02629169,2060200,Riverton,Riverton CDP,57,U1,N,N,G4210,S,5814005,138476,+37.0732423,-094.7069700,9367861.07421875,16514.9764064179
713,20,60400,02804659,2060400,Rock,Rock CDP,57,U1,N,N,G4210,S,1035365,0,+37.4417890,-097.0070620,1645313.10546875,5819.06551870399
714,20,61100,02629173,2061100,Rosalia,Rosalia CDP,57,U1,N,N,G4210,S,3290913,0,+37.8158473,-096.6250017,5282119.65234375,9275.80243356521
715,20,61550,02629176,2061550,Roxbury,Roxbury CDP,57,U1,N,N,G4210,S,10432634,8628,+38.5505486,-097.4277214,17097665.96875,16429.6308557733
716,20,62075,02804517,2062075,St. Benedict,St. Benedict CDP,57,U1,N,N,G4210,S,3732609,0,+39.8928510,-096.1029185,6348429.70703125,11595.9994043144
717,20,62375,02804536,2062375,St. Marks,St. Marks CDP,57,U1,N,N,G4210,S,2530886,12775,+37.7393002,-097.5590796,4073992.94140625,8066.88259980324
718,20,64200,02804532,2064200,Shallow Water,Shallow Water CDP,57,U1,N,N,G4210,S,1282630,0,+38.3737738,-100.9104459,2090093.64453125,6152.39171888501
719,20,65550,02804660,2065550,Silverdale,Silverdale CDP,57,U1,N,N,G4210,S,2689269,0,+37.0423937,-096.9017493,4228889.015625,10008.2139030134
720,20,66475,02806561,2066475,Somerset,Somerset CDP,57,U1,N,N,G4210,S,1143453,24253,+38.6048541,-094.7793669,1915002.6015625,6234.74605966639
721,20,66800,02806563,2066800,South Mound,South Mound CDP,57,U1,N,N,G4210,S,2571563,37091,+37.4360275,-095.2198533,4144698.71875,8141.56622308053
722,20,68750,02804527,2068750,Stuttgart,Stuttgart CDP,57,U1,N,N,G4210,S,1713121,0,+39.7995206,-099.4546670,2905833.765625,10451.5035911409
723,20,69725,02804501,2069725,Sycamore,Sycamore CDP,57,U1,N,N,G4210,S,5032944,11075,+37.3185713,-095.7154498,7990762.85546875,13385.7997575088
724,20,69925,02583508,2069925,Talmage,Talmage CDP,57,U1,N,N,G4210,S,254249,0,+39.0268911,-097.2597129,421884.36328125,3541.90698478897
725,20,70075,02804537,2070075,Tecumseh,Tecumseh CDP,57,U1,N,N,G4210,S,9242440,55991,+39.0349545,-095.5796504,15435716.3984375,19051.9724749317
726,20,72600,02806576,2072600,Urbana,Urbana CDP,57,U1,N,N,G4210,S,4415274,0,+37.5579592,-095.3998577,7038068.14453125,13848.1378683409
727,20,73450,02629180,2073450,Vassar,Vassar CDP,57,U1,N,N,G4210,S,12591310,16481,+38.6485968,-095.6100106,20701628.1132813,25077.3704972306
728,20,74225,02804543,2074225,Wabaunsee,Wabaunsee CDP,57,U1,N,N,G4210,S,3510059,2451,+39.1436421,-096.3423091,5847512.625,15204.6254439133
729,20,74425,02629183,2074425,Wakarusa,Wakarusa CDP,57,U1,N,N,G4210,S,12859210,88848,+38.8938293,-095.7049102,21403623.46875,21880.2443713583
730,20,76175,02804502,2076175,Wayside,Wayside CDP,57,U1,N,N,G4210,S,444657,1842,+37.1264022,-095.8702370,703657.69921875,3520.53781193266
731,20,76425,02629185,2076425,Welda,Welda CDP,57,U1,N,N,G4210,S,2400590,19190,+38.1721772,-095.2916428,3921752.29296875,9224.86397348102
732,20,76550,02804518,2076550,Wells,Wells CDP,57,U1,N,N,G4210,S,3616533,0,+39.1390858,-097.5511832,6020004.62109375,10585.3302854221
733,20,76675,02629186,2076675,Weskan,Weskan CDP,57,U1,N,N,G4210,S,6838326,0,+38.8652526,-101.9681410,11295856.9375,15427.4799508064
734,20,79375,02806584,2079375,Williamstown,Williamstown CDP,57,U1,N,N,G4210,S,302831,0,+39.0642008,-095.3323228,503025.88671875,3523.94970540093
